open,high,low,close,volume,adjclose,dividends
93.80000305175781,93.80000305175781,92.08000183105469,92.88999938964844,1520900,77.57535552978516,0.0
93.8499984741211,94.58999633789062,93.31999969482422,94.30999755859375,1084800,78.76123046875,0.0
95.12000274658203,96.13999938964844,94.7699966430664,95.52999877929688,1235100,79.78008270263672,0.0
96.1500015258789,96.66000366210938,95.33999633789062,96.37000274658203,742800,80.48158264160156,0.0
96.0,96.4800033569336,95.4000015258789,95.4000015258789,2440300,79.67154693603516,0.0
96.36000061035156,97.55000305175781,95.94000244140625,96.9800033569336,752200,80.99102783203125,0.0
96.80999755859375,97.25,95.3499984741211,95.54000091552734,1106100,79.78844451904297,0.0
95.01000213623047,95.69000244140625,94.80999755859375,95.31999969482422,566000,79.60469818115234,0.0
96.16000366210938,97.62000274658203,96.16000366210938,97.62000274658203,799100,81.5255126953125,0.0
98.02999877929688,98.0999984741211,96.2699966430664,96.4000015258789,1218400,80.50667572021484,0.0
97.05000305175781,98.45999908447266,96.9000015258789,98.01000213623047,959900,81.85124969482422,0.0
97.33000183105469,98.41999816894531,97.2300033569336,98.12999725341797,742900,81.951416015625,0.0
99.7300033569336,100.26000213623047,99.4000015258789,99.93000030517578,809000,83.45467376708984,0.0
99.66999816894531,99.88999938964844,98.6500015258789,99.16000366210938,1042500,82.81160736083984,0.0
99.26000213623047,100.2699966430664,98.9800033569336,99.7300033569336,664600,83.28760528564453,0.0
99.95999908447266,100.12000274658203,99.11000061035156,99.88999938964844,887600,83.4212646484375,0.0
100.37000274658203,100.66000366210938,99.52999877929688,99.7699966430664,740400,83.32102966308594,0.0
100.0999984741211,101.8499984741211,99.77999877929688,101.05000305175781,689500,84.3899917602539,0.0
101.06999969482422,103.16999816894531,100.9800033569336,103.11000061035156,1543900,86.1103515625,0.0
103.18000030517578,103.80999755859375,102.37999725341797,102.86000061035156,720200,85.90159606933594,0.0
103.12999725341797,103.69000244140625,102.5,102.72000122070312,584200,85.78466033935547,0.0
103.0,103.0999984741211,101.26000213623047,101.30999755859375,735600,84.60713958740234,0.0
100.37000274658203,101.54000091552734,99.4800033569336,101.41000366210938,822600,84.690673828125,0.0
101.04000091552734,102.2300033569336,100.56999969482422,102.12000274658203,819000,85.28360748291016,0.0
101.9000015258789,102.51000213623047,101.25,101.33999633789062,541700,84.6321792602539,0.0
101.88999938964844,103.2699966430664,101.31999969482422,102.51000213623047,722600,85.60929870605469,0.0
103.0,104.37999725341797,102.81999969482422,103.27999877929688,724200,86.2523422241211,0.0
104.47000122070312,107.12000274658203,104.11000061035156,106.79000091552734,1035000,89.18368530273438,0.0
105.16000366210938,105.38999938964844,104.19000244140625,105.23999786376953,1031800,87.88919830322266,0.0
105.0,106.19000244140625,104.76000213623047,104.93000030517578,1314700,87.63032531738281,0.0
100.0,101.88999938964844,99.91999816894531,101.5,2798900,84.76580810546875,0.0
102.05999755859375,102.23999786376953,100.62999725341797,101.95999908447266,1517600,85.14997863769531,0.0
102.3499984741211,104.08000183105469,102.3499984741211,103.93000030517578,895500,86.79520416259766,0.0
103.76000213623047,104.5,102.81999969482422,104.13999938964844,814800,86.9705581665039,0.0
103.69999694824219,106.05999755859375,103.69999694824219,105.98999786376953,902500,88.51557922363281,0.0
106.38999938964844,107.26000213623047,105.58000183105469,106.87000274658203,872400,89.25047302246094,0.0
106.80999755859375,107.0999984741211,105.91999816894531,106.18000030517578,953300,88.67422485351562,0.0
104.97000122070312,105.08000183105469,103.44000244140625,103.7699966430664,1123700,86.66155242919922,0.0
103.5199966430664,104.87999725341797,103.38999938964844,103.4000015258789,1126700,86.35257720947266,0.0
102.83999633789062,104.16999816894531,102.33999633789062,102.45999908447266,992700,85.56754302978516,0.0
102.37000274658203,103.0,101.66000366210938,102.38999938964844,870600,85.50909423828125,0.0
102.1500015258789,102.66000366210938,101.5199966430664,101.77999877929688,653100,84.99966430664062,0.0
102.12999725341797,104.52999877929688,102.11000061035156,103.69999694824219,555600,86.60308074951172,0.0
103.73999786376953,104.95999908447266,102.25,103.08999633789062,491900,86.46890258789062,0.45
103.29000091552734,103.76000213623047,102.4800033569336,102.5,440300,85.97403717041016,0.0
101.23999786376953,101.62000274658203,100.23999786376953,100.5199966430664,674800,84.3132553100586,0.0
100.6500015258789,101.47000122070312,100.16000366210938,100.62999725341797,580100,84.405517578125,0.0
100.45999908447266,101.52999877929688,100.43000030517578,100.80000305175781,631200,84.5481185913086,0.0
101.23999786376953,101.33000183105469,99.75,99.94999694824219,568000,83.83515930175781,0.0
101.98999786376953,102.44999694824219,100.31999969482422,100.98999786376953,1054800,84.70747375488281,0.0
100.87999725341797,102.13999938964844,100.87999725341797,102.0999984741211,692400,85.63854217529297,0.0
101.01000213623047,103.51000213623047,100.79000091552734,103.06999969482422,794000,86.4521484375,0.0
103.55000305175781,104.62000274658203,102.2699966430664,103.22000122070312,820000,86.57794952392578,0.0
103.88999938964844,105.36000061035156,103.88999938964844,104.76000213623047,952600,87.86964416503906,0.0
105.61000061035156,107.16999816894531,105.56999969482422,105.80999755859375,1186000,88.75035858154297,0.0
105.45999908447266,105.80999755859375,104.23999786376953,105.0,1196800,88.0709457397461,0.0
104.95999908447266,105.08999633789062,104.30999755859375,104.52999877929688,919800,87.67674255371094,0.0
104.66999816894531,104.9800033569336,103.72000122070312,104.36000061035156,616800,87.53414154052734,0.0
105.11000061035156,105.77999877929688,104.66000366210938,104.9800033569336,924000,88.05419158935547,0.0
104.97000122070312,105.52999877929688,104.61000061035156,105.22000122070312,569200,88.25547790527344,0.0
