open,high,low,close,volume,adjclose,dividends
38.0,43.0,38.0,42.0,129900,41.325958251953125,0.0
40.95000076293945,48.369998931884766,40.95000076293945,45.0,153400,44.277809143066406,0.0
43.0,49.95000076293945,42.95000076293945,45.0,329500,44.277809143066406,0.0
44.91999816894531,45.0,41.880001068115234,42.79999923706055,110000,42.11311340332031,0.0
42.5,44.91999816894531,41.33000183105469,41.89799880981445,23500,41.225589752197266,0.0
45.0099983215332,45.060001373291016,42.25,43.220001220703125,90500,42.52637481689453,0.0
47.2599983215332,49.619998931884766,43.75,45.7599983215332,151600,45.025611877441406,0.0
44.54999923706055,47.599998474121094,44.150001525878906,46.75,43600,45.999725341796875,0.0
46.0,48.0,46.0,48.0,71300,47.22966766357422,0.0
47.5,50.0,47.04999923706055,49.779998779296875,298800,48.98109817504883,0.0
50.03499984741211,56.22999954223633,49.79999923706055,53.0099983215332,23860900,52.15925598144531,0.0
52.189998626708984,56.56999969482422,50.29999923706055,53.619998931884766,8425500,52.75946807861328,0.0
52.599998474121094,54.33000183105469,50.119998931884766,50.13999938964844,6757800,49.3353157043457,0.0
50.0,50.040000915527344,46.0,46.06999969482422,9432500,45.33063507080078,0.0
45.130001068115234,47.560001373291016,44.16999816894531,45.5,7277500,44.76978302001953,0.0
44.75,47.45000076293945,43.880001068115234,47.310001373291016,4393100,46.550743103027344,0.0
45.5099983215332,48.5,45.380001068115234,47.04999923706055,2450000,46.29491424560547,0.0
46.7599983215332,48.90999984741211,46.060001373291016,48.09000015258789,3456800,47.31822204589844,0.0
48.189998626708984,49.0,46.9900016784668,48.11000061035156,2155000,47.33789825439453,0.0
47.70000076293945,48.45000076293945,47.20000076293945,48.0,2359800,47.22966766357422,0.0
47.720001220703125,48.470001220703125,46.95000076293945,47.20000076293945,5855300,46.442501068115234,0.0
46.31999969482422,47.08000183105469,45.189998626708984,45.290000915527344,3142600,44.56315612792969,0.0
45.150001525878906,45.900001525878906,44.79999923706055,45.40999984741211,2018700,44.68122863769531,0.0
45.40999984741211,45.68000030517578,43.4900016784668,43.540000915527344,2611100,42.841243743896484,0.0
43.689998626708984,43.9900016784668,42.18000030517578,43.09000015258789,2791200,42.398468017578125,0.0
43.150001525878906,44.59000015258789,42.220001220703125,44.31999969482422,2447900,43.751888275146484,0.141
44.29999923706055,44.93000030517578,43.7400016784668,43.90999984741211,2040700,43.347145080566406,0.0
43.29999923706055,46.619998931884766,42.459999084472656,45.97999954223633,5534900,45.3906135559082,0.0
45.619998931884766,48.04999923706055,45.349998474121094,47.790000915527344,4212900,47.17741012573242,0.0
48.0,50.29999923706055,47.33000183105469,49.459999084472656,3517100,48.82600402832031,0.0
49.81999969482422,50.33000183105469,47.547000885009766,49.52000045776367,2072200,48.88523483276367,0.0
49.16999816894531,51.040000915527344,48.25,51.0,2544600,50.34626388549805,0.0
51.060001373291016,52.58000183105469,49.869998931884766,51.650001525878906,2726900,50.98793411254883,0.0
51.18000030517578,55.31999969482422,50.849998474121094,52.31999969482422,3873700,51.64934158325195,0.0
52.439998626708984,53.68000030517578,50.59000015258789,51.33000183105469,3050600,50.672035217285156,0.0
50.56999969482422,51.63999938964844,49.27000045776367,51.31999969482422,2692700,50.66215896606445,0.0
51.41999816894531,51.84000015258789,48.290000915527344,49.31999969482422,3034100,48.687801361083984,0.0
51.86000061035156,51.86000061035156,48.59000015258789,50.95000076293945,2916600,50.296905517578125,0.0
51.34000015258789,51.59000015258789,49.900001525878906,51.290000915527344,2117400,50.63254928588867,0.0
51.709999084472656,52.400001525878906,50.349998474121094,51.77000045776367,2989800,51.10639572143555,0.0
51.880001068115234,52.709999084472656,50.90999984741211,50.9900016784668,2244600,50.336387634277344,0.0
50.650001525878906,51.40999984741211,48.880001068115234,49.0099983215332,9663900,48.381771087646484,0.0
48.90999984741211,49.43000030517578,48.599998474121094,49.220001220703125,2452000,48.58907699584961,0.0
50.349998474121094,52.04999923706055,50.0099983215332,51.13999938964844,3841900,50.48447036743164,0.0
50.70000076293945,51.77000045776367,50.70000076293945,50.9900016784668,2396200,50.336387634277344,0.0
51.18000030517578,52.58000183105469,50.766998291015625,52.40999984741211,2335200,51.73818588256836,0.0
52.2400016784668,53.81999969482422,52.029998779296875,53.79999923706055,2441200,53.110374450683594,0.0
54.380001068115234,56.849998474121094,54.04999923706055,56.779998779296875,3127000,56.05217361450195,0.0
57.0,57.38999938964844,54.630001068115234,56.33000183105469,2201300,55.607940673828125,0.0
56.16999816894531,57.790000915527344,55.70000076293945,57.5,1934100,56.762943267822266,0.0
58.34000015258789,59.08000183105469,55.779998779296875,56.25,3817600,55.52896499633789,0.0
56.36000061035156,58.29999923706055,55.70000076293945,58.02000045776367,2156500,57.276275634765625,0.0
58.36000061035156,58.70000076293945,57.529998779296875,58.380001068115234,1885100,57.63166427612305,0.0
58.650001525878906,60.31999969482422,58.45000076293945,59.0,2143100,58.24371337890625,0.0
58.900001525878906,60.08000183105469,58.369998931884766,59.599998474121094,2559400,58.836029052734375,0.0
59.7599983215332,61.06999969482422,59.349998474121094,60.90999984741211,3925800,60.12923049926758,0.0
61.220001220703125,64.9000015258789,60.900001525878906,64.0199966430664,4762100,63.199363708496094,0.0
64.18000030517578,64.66200256347656,60.40999984741211,60.68000030517578,3487700,59.90217971801758,0.0
61.0,63.209999084472656,60.880001068115234,61.869998931884766,2553000,61.076927185058594,0.0
62.040000915527344,64.55000305175781,61.75,64.19999694824219,3405700,63.3770637512207,0.0
