open,high,low,close,volume,adjclose,dividends
48.20000076293945,49.709999084472656,46.70000076293945,48.93000030517578,11453100,37.06342697143555,0.0
49.40999984741211,50.880001068115234,49.310001373291016,49.779998779296875,12879000,37.707279205322266,0.0
50.41999816894531,51.630001068115234,50.29999923706055,51.310001373291016,9904400,38.8662223815918,0.0
51.70000076293945,51.95000076293945,50.70000076293945,51.0099983215332,8249000,38.638973236083984,0.0
50.95000076293945,51.61000061035156,50.619998931884766,51.27000045776367,9086200,38.835914611816406,0.0
51.970001220703125,52.79999923706055,51.529998779296875,51.650001525878906,9472900,39.12376022338867,0.0
51.70000076293945,52.66999816894531,51.41999816894531,52.22999954223633,8566000,39.5630989074707,0.0
52.0099983215332,52.34000015258789,51.630001068115234,51.97999954223633,2786800,39.37372589111328,0.0
52.400001525878906,53.4900016784668,52.27000045776367,53.31999969482422,6126900,40.38874816894531,0.0
53.599998474121094,53.959999084472656,53.209999084472656,53.31999969482422,10022700,40.38874816894531,0.0
54.02000045776367,54.79999923706055,53.349998474121094,54.380001068115234,8202100,41.191680908203125,0.0
54.38999938964844,55.5,54.189998626708984,55.33000183105469,8768300,41.911277770996094,0.0
56.029998779296875,56.25,55.38999938964844,55.849998474121094,11373200,42.30516815185547,0.0
56.0,57.86000061035156,55.7599983215332,57.34000015258789,13267800,43.43382263183594,0.0
57.20000076293945,57.720001220703125,56.81999969482422,57.65999984741211,7637500,43.676212310791016,0.0
57.54999923706055,57.77000045776367,56.779998779296875,57.13999938964844,8831400,43.282318115234375,0.0
57.369998931884766,57.77000045776367,57.11000061035156,57.75,9123400,43.744380950927734,0.0
57.849998474121094,58.439998626708984,57.560001373291016,58.220001220703125,8821500,44.10041046142578,0.0
58.58000183105469,60.5099983215332,57.4900016784668,60.099998474121094,14574100,45.52446746826172,0.0
59.709999084472656,60.459999084472656,58.61000061035156,59.709999084472656,12171600,45.22903823852539,0.0
59.9900016784668,60.150001525878906,59.04999923706055,59.119998931884766,10997200,44.78212356567383,0.0
59.709999084472656,60.130001068115234,59.04999923706055,59.880001068115234,9589400,45.35780715942383,0.0
60.119998931884766,61.13999938964844,58.810001373291016,60.86000061035156,11325400,46.10014724731445,0.0
63.81999969482422,64.04000091552734,61.58000183105469,62.56999969482422,14716300,47.39542770385742,0.0
62.599998474121094,62.81999969482422,61.56999969482422,62.02000045776367,10264600,46.97881317138672,0.0
62.0,62.279998779296875,61.459999084472656,61.72999954223633,11134400,46.759159088134766,0.0
62.099998474121094,62.20000076293945,61.36000061035156,61.400001525878906,8423200,46.50918197631836,0.0
62.04999923706055,62.20000076293945,60.970001220703125,62.0,7726300,46.96366500854492,0.0
61.86000061035156,61.95000076293945,61.279998779296875,61.75,5614300,46.77429962158203,0.0
61.75,61.900001525878906,60.43000030517578,60.95000076293945,6105100,46.16831588745117,0.0
60.91999816894531,60.91999816894531,59.18000030517578,59.97999954223633,8579000,45.433563232421875,0.0
60.130001068115234,60.470001220703125,59.20000076293945,60.220001220703125,9417900,45.615352630615234,0.0
60.5,60.779998779296875,59.290000915527344,59.29999923706055,8283700,44.918460845947266,0.0
58.81999969482422,60.22999954223633,58.56999969482422,59.209999084472656,5666200,44.85030746459961,0.0
58.86000061035156,59.13999938964844,58.31999969482422,58.900001525878906,6263600,44.61548614501953,0.0
59.099998474121094,59.45000076293945,58.220001220703125,58.93000030517578,4565900,44.63820266723633,0.0
59.11000061035156,59.560001373291016,58.13999938964844,58.16999816894531,5155200,44.062522888183594,0.0
57.369998931884766,57.650001525878906,55.959999084472656,56.88999938964844,7345200,43.092952728271484,0.0
56.7599983215332,57.72999954223633,56.25,56.90999984741211,7598300,43.10810852050781,0.0
56.84000015258789,58.130001068115234,56.75,57.34000015258789,5518000,43.43382263183594,0.0
57.310001373291016,58.54999923706055,57.310001373291016,58.0,5349400,43.933746337890625,0.0
57.70000076293945,59.540000915527344,57.43000030517578,58.689998626708984,10075700,44.4564208984375,0.0
58.75,59.97999954223633,58.70000076293945,59.93000030517578,4750500,45.39568328857422,0.0
59.9900016784668,60.119998931884766,59.470001220703125,59.63999938964844,6215500,45.17601776123047,0.0
59.81999969482422,60.9900016784668,59.599998474121094,60.41999816894531,6619100,45.766841888427734,0.0
59.79999923706055,59.83000183105469,58.56999969482422,58.7400016784668,6127400,44.494300842285156,0.0
58.83000183105469,61.040000915527344,58.5,60.439998626708984,8862800,45.78199005126953,0.0
60.130001068115234,61.279998779296875,59.90999984741211,60.93000030517578,5500100,46.153160095214844,0.0
61.15999984741211,61.15999984741211,59.959999084472656,60.27000045776367,5545400,45.653221130371094,0.0
60.900001525878906,61.599998474121094,60.25,60.91999816894531,7068700,46.14558792114258,0.0
60.79999923706055,61.459999084472656,60.36000061035156,61.11000061035156,7264000,46.289512634277344,0.0
61.189998626708984,61.29999923706055,60.5099983215332,61.06999969482422,4951900,46.259220123291016,0.0
61.349998474121094,61.47999954223633,59.41999816894531,61.119998931884766,8284700,46.297088623046875,0.0
61.08000183105469,62.65999984741211,61.08000183105469,62.65999984741211,5751200,47.46360778808594,0.0
63.15999984741211,63.560001373291016,62.45000076293945,62.86000061035156,4835000,47.6151008605957,0.0
63.119998931884766,63.29999923706055,62.18000030517578,62.93000030517578,5462000,47.66812515258789,0.0
63.0,63.4900016784668,62.279998779296875,63.189998626708984,4853700,47.865055084228516,0.0
63.529998779296875,63.619998931884766,62.720001220703125,63.529998779296875,3839800,48.12261199951172,0.0
64.08000183105469,64.20999908447266,62.58000183105469,63.02000045776367,7037400,47.736297607421875,0.0
