open,high,low,close,volume,adjclose,dividends
117.4800033569336,119.05000305175781,116.75,117.8499984741211,233800,117.52399444580078,0.0
118.95999908447266,119.38999938964844,116.2699966430664,116.83999633789062,311600,116.51679992675781,0.0
117.91999816894531,118.58000183105469,117.18000030517578,117.66000366210938,240800,117.33453369140625,0.0
118.37999725341797,118.48999786376953,117.30000305175781,117.80000305175781,314400,117.47415161132812,0.0
117.69999694824219,120.91999816894531,116.80999755859375,119.05000305175781,583100,118.72069549560547,0.0
119.63999938964844,121.06999969482422,119.2300033569336,120.88999938964844,232500,120.5555648803711,0.0
120.95999908447266,122.54000091552734,120.83000183105469,121.93000030517578,238800,121.59271240234375,0.0
121.0999984741211,121.97000122070312,120.0,121.6500015258789,150000,121.3134994506836,0.0
122.55999755859375,123.77999877929688,121.80999755859375,123.63999938964844,267800,123.29798889160156,0.0
124.0999984741211,124.7300033569336,123.16999816894531,123.33999633789062,366000,122.9988021850586,0.0
123.62000274658203,124.25,122.61000061035156,123.79000091552734,189500,123.44755554199219,0.0
124.01000213623047,124.9000015258789,122.95999908447266,124.41999816894531,256300,124.07583618164062,0.0
125.47000122070312,125.5999984741211,123.6500015258789,123.69999694824219,296300,123.35782623291016,0.0
123.61000061035156,125.48999786376953,122.02999877929688,125.36000061035156,304500,125.01322937011719,0.0
125.18000030517578,127.45999908447266,124.55000305175781,127.06999969482422,396600,126.71849060058594,0.0
127.38999938964844,128.3699951171875,124.58999633789062,125.06999969482422,304100,124.7240219116211,0.0
125.80000305175781,126.7699966430664,125.68000030517578,125.77999877929688,133700,125.43206024169922,0.0
125.97000122070312,127.20999908447266,125.88999938964844,126.62000274658203,129700,126.26976013183594,0.0
126.5,127.01000213623047,125.81999969482422,126.83999633789062,209500,126.48912048339844,0.0
126.87999725341797,128.30999755859375,125.66999816894531,128.30999755859375,389600,127.9853515625,0.03
128.14999389648438,129.05999755859375,127.01000213623047,127.5,332600,127.17739868164062,0.0
128.08999633789062,128.4499969482422,126.4000015258789,126.88999938964844,223300,126.56893157958984,0.0
126.83999633789062,127.45999908447266,125.36000061035156,126.22000122070312,178000,125.90061950683594,0.0
126.18000030517578,126.18000030517578,124.66999816894531,125.79000091552734,150900,125.4717025756836,0.0
125.47000122070312,126.33999633789062,124.08000183105469,125.72000122070312,236100,125.40188598632812,0.0
126.38999938964844,126.38999938964844,124.4000015258789,125.31999969482422,266200,125.0029067993164,0.0
125.83000183105469,128.2899932861328,125.66999816894531,127.3499984741211,326400,127.02776336669922,0.0
128.47000122070312,130.3699951171875,128.0500030517578,129.61000061035156,356800,129.2820587158203,0.0
129.1699981689453,129.1699981689453,127.6500015258789,129.0500030517578,131900,128.72348022460938,0.0
128.75,130.47000122070312,127.4800033569336,130.47000122070312,185100,130.1399383544922,0.0
130.0,130.69000244140625,128.22000122070312,130.14999389648438,295300,129.82064819335938,0.0
130.0,130.8300018310547,128.0,130.13999938964844,214800,129.81069946289062,0.0
130.85000610351562,131.94000244140625,129.91000366210938,131.66000366210938,180500,131.32687377929688,0.0
131.1999969482422,132.2899932861328,130.47000122070312,131.61000061035156,132600,131.2769775390625,0.0
131.1300048828125,132.72999572753906,131.1300048828125,131.72000122070312,152000,131.38673400878906,0.0
131.64999389648438,133.52999877929688,129.85000610351562,131.5,162900,131.16726684570312,0.0
131.99000549316406,131.99000549316406,131.11000061035156,131.74000549316406,116100,131.40664672851562,0.0
130.8300018310547,130.91000366210938,129.0,129.4199981689453,196800,129.09251403808594,0.0
129.44000244140625,130.2100067138672,128.02000427246094,129.42999267578125,201200,129.1024932861328,0.0
129.27999877929688,130.36000061035156,128.05999755859375,128.94000244140625,180900,128.61373901367188,0.0
128.75999450683594,129.85000610351562,127.54000091552734,129.74000549316406,195000,129.41172790527344,0.0
129.47000122070312,130.24000549316406,128.52999877929688,129.22000122070312,155900,128.89305114746094,0.0
129.49000549316406,130.4199981689453,128.39999389648438,130.0,91400,129.67108154296875,0.0
130.0500030517578,130.86000061035156,129.2100067138672,130.16000366210938,201100,129.8306427001953,0.0
130.08999633789062,130.75999450683594,128.77999877929688,129.6300048828125,178200,129.30203247070312,0.0
128.74000549316406,130.27999877929688,128.02999877929688,129.52999877929688,321600,129.20223999023438,0.0
129.77000427246094,131.13999938964844,128.60000610351562,130.4199981689453,213700,130.08995056152344,0.0
130.4499969482422,132.1699981689453,129.38999938964844,131.72999572753906,211800,131.3966827392578,0.0
131.72999572753906,132.2100067138672,129.75999450683594,130.61000061035156,320900,130.27952575683594,0.0
131.7899932861328,132.99000549316406,129.80999755859375,131.82000732421875,479500,131.48643493652344,0.0
131.75999450683594,133.5800018310547,131.75999450683594,133.36000061035156,266900,133.02256774902344,0.0
132.6999969482422,134.1999969482422,131.4199981689453,133.25,360400,132.9127960205078,0.0
131.89999389648438,131.89999389648438,126.79000091552734,130.9199981689453,667500,130.58872985839844,0.0
131.3300018310547,133.27000427246094,131.3300018310547,133.1199951171875,280900,132.78314208984375,0.0
133.9499969482422,135.00999450683594,133.32000732421875,134.97000122070312,231400,134.62847900390625,0.0
135.05999755859375,135.41000366210938,134.1300048828125,134.47000122070312,158700,134.12973022460938,0.0
134.5399932861328,134.77000427246094,131.7899932861328,132.02999877929688,370500,131.6959228515625,0.0
132.1999969482422,132.74000549316406,131.5500030517578,132.07000732421875,190200,131.73582458496094,0.0
133.8000030517578,134.39999389648438,132.8000030517578,133.32000732421875,150500,132.98268127441406,0.0
133.32000732421875,134.52000427246094,133.27000427246094,134.41000366210938,133200,134.06988525390625,0.0
