open,high,low,close,volume,adjclose,splits
21.510000228881836,21.602500915527344,21.362499237060547,21.362499237060547,2670400,21.362499237060547,0.0
21.52750015258789,21.662500381469727,21.264999389648438,21.604999542236328,1412000,21.604999542236328,0.0
21.752500534057617,21.834999084472656,21.627500534057617,21.684999465942383,1782400,21.684999465942383,0.0
21.752500534057617,22.040000915527344,21.684999465942383,22.014999389648438,1944000,22.014999389648438,0.0
21.829999923706055,22.047500610351562,21.712499618530273,21.852500915527344,4320400,21.852500915527344,0.0
21.924999237060547,22.167499542236328,21.782499313354492,21.822500228881836,2194400,21.822500228881836,0.0
21.735000610351562,21.9950008392334,21.65250015258789,21.712499618530273,1700400,21.712499618530273,0.0
21.56999969482422,22.149999618530273,21.56999969482422,21.979999542236328,1254000,21.979999542236328,0.0
22.114999771118164,22.377500534057617,22.020000457763672,22.239999771118164,1587200,22.239999771118164,0.0
22.5,22.627500534057617,22.360000610351562,22.362499237060547,3130000,22.362499237060547,0.0
22.487499237060547,22.52750015258789,22.344999313354492,22.36750030517578,2614000,22.36750030517578,0.0
22.377500534057617,22.610000610351562,22.377500534057617,22.572500228881836,2148400,22.572500228881836,0.0
22.737499237060547,22.842500686645508,22.670000076293945,22.78499984741211,2160000,22.78499984741211,0.0
22.772499084472656,22.957500457763672,22.667499542236328,22.764999389648438,3335200,22.764999389648438,0.0
22.712499618530273,22.954999923706055,22.655000686645508,22.809999465942383,1850800,22.809999465942383,0.0
22.84749984741211,22.93000030517578,22.690000534057617,22.75749969482422,1821600,22.75749969482422,0.0
22.86750030517578,22.9424991607666,22.700000762939453,22.739999771118164,1530800,22.739999771118164,0.0
22.795000076293945,22.997499465942383,22.7450008392334,22.90250015258789,1803200,22.90250015258789,0.0
22.90250015258789,22.985000610351562,22.77750015258789,22.94499969482422,2450000,22.94499969482422,0.0
23.014999389648438,23.094999313354492,22.862499237060547,23.037500381469727,1568000,23.037500381469727,0.0
23.40999984741211,23.40999984741211,22.80500030517578,22.969999313354492,1557200,22.969999313354492,0.0
23.06999969482422,23.15999984741211,22.94499969482422,23.002500534057617,1353200,23.002500534057617,0.0
22.940000534057617,23.207500457763672,22.892499923706055,23.177499771118164,1355600,23.177499771118164,0.0
22.987499237060547,23.207500457763672,22.927499771118164,23.197500228881836,1974400,23.197500228881836,0.0
23.094999313354492,23.22249984741211,23.0049991607666,23.100000381469727,2026000,23.100000381469727,0.0
23.25,23.25,23.017499923706055,23.127500534057617,3120800,23.127500534057617,0.0
23.9325008392334,24.969999313354492,23.9325008392334,24.059999465942383,9736400,24.059999465942383,0.0
24.145000457763672,24.352500915527344,24.075000762939453,24.219999313354492,3778400,24.219999313354492,0.0
24.25,24.547500610351562,24.107500076293945,24.545000076293945,3183600,24.545000076293945,0.0
24.44499969482422,25.1299991607666,24.424999237060547,25.087499618530273,3501200,25.087499618530273,0.0
25.112499237060547,25.325000762939453,25.045000076293945,25.197500228881836,3492000,25.197500228881836,0.0
25.232500076293945,25.302499771118164,25.024999618530273,25.239999771118164,2394800,25.239999771118164,0.0
25.397499084472656,25.462499618530273,25.112499237060547,25.287500381469727,2238000,25.287500381469727,0.0
25.27750015258789,25.399999618530273,25.107500076293945,25.280000686645508,1128800,25.280000686645508,0.0
25.190000534057617,25.43000030517578,25.065000534057617,25.36750030517578,1569600,25.36750030517578,0.0
25.352500915527344,25.5575008392334,25.145000457763672,25.385000228881836,1005600,25.385000228881836,0.0
25.40999984741211,25.40999984741211,25.162500381469727,25.25,1688000,25.25,0.0
25.020000457763672,25.03499984741211,24.735000610351562,24.8075008392334,3138000,24.8075008392334,0.0
24.764999389648438,25.0,24.764999389648438,24.837499618530273,1981200,24.837499618530273,0.0
24.802499771118164,25.010000228881836,24.6299991607666,24.704999923706055,2277600,24.704999923706055,0.0
24.690000534057617,24.88249969482422,24.59000015258789,24.792499542236328,1371600,24.792499542236328,0.0
24.6200008392334,24.809999465942383,24.512500762939453,24.575000762939453,1513200,24.575000762939453,0.0
24.612499237060547,24.99250030517578,24.579999923706055,24.77750015258789,1915600,24.77750015258789,0.0
24.899999618530273,24.975000381469727,24.797500610351562,24.86750030517578,2346800,24.86750030517578,0.0
24.764999389648438,24.947500228881836,24.684999465942383,24.702499389648438,1233200,24.702499389648438,0.0
24.422500610351562,24.55500030517578,24.092500686645508,24.125,1731600,24.125,0.0
24.202499389648438,24.262500762939453,24.045000076293945,24.05500030517578,1348000,24.05500030517578,0.0
23.934999465942383,24.22249984741211,23.702499389648438,24.09000015258789,1976400,24.09000015258789,0.0
24.092500686645508,24.147499084472656,23.957500457763672,24.0674991607666,2025200,24.0674991607666,0.0
24.46500015258789,24.787500381469727,24.017499923706055,24.135000228881836,2588800,24.135000228881836,0.0
24.094999313354492,24.440000534057617,23.967500686645508,24.424999237060547,2645200,24.424999237060547,0.0
23.272499084472656,24.477500915527344,23.172500610351562,24.424999237060547,1361600,24.424999237060547,0.0
24.537500381469727,24.799999237060547,24.1825008392334,24.642499923706055,2492800,24.642499923706055,0.0
24.662500381469727,24.889999389648438,24.59000015258789,24.8799991607666,1860800,24.8799991607666,0.0
24.97249984741211,25.02750015258789,24.774999618530273,24.9950008392334,2121200,24.9950008392334,0.0
24.940000534057617,25.337499618530273,24.897499084472656,25.262500762939453,1440000,25.262500762939453,0.0
25.147499084472656,25.3799991607666,25.0,25.037500381469727,1643200,25.037500381469727,0.0
25.135000228881836,25.21500015258789,24.957500457763672,25.092500686645508,1103600,25.092500686645508,0.0
