open,high,low,close,volume,adjclose,dividends,splits
19.459999084472656,19.767499923706055,19.302499771118164,19.594999313354492,6763200,15.143728256225586,0.0,0.0
19.737499237060547,19.842500686645508,19.530000686645508,19.75,6478400,15.263514518737793,0.0,0.0
19.899999618530273,20.11750030517578,19.877500534057617,19.959999084472656,6674800,15.425809860229492,0.0,0.0
20.05500030517578,20.237499237060547,19.979999542236328,20.104999542236328,5000000,15.537871360778809,0.0,0.0
20.364999771118164,20.4424991607666,20.045000076293945,20.3700008392334,10970400,15.742673873901367,0.0,0.0
20.469999313354492,20.487499237060547,19.987499237060547,20.0575008392334,10427600,15.501157760620117,0.0,0.0
20.0575008392334,20.25,20.0049991607666,20.084999084472656,7936400,15.52241325378418,0.0,0.0
19.982500076293945,20.104999542236328,19.93000030517578,20.030000686645508,2791200,15.479907035827637,0.0,0.0
20.042499542236328,20.077499389648438,19.760000228881836,19.982500076293945,4780000,15.443199157714844,0.0,0.0
20.002500534057617,20.274999618530273,19.950000762939453,20.165000915527344,7979600,15.58425235748291,0.0,0.0
20.2549991607666,20.420000076293945,20.162500381469727,20.337499618530273,6248000,15.717559814453125,0.0,0.0
20.295000076293945,20.482500076293945,20.21500015258789,20.407499313354492,4185200,15.771648406982422,0.0,0.0
20.56999969482422,20.850000381469727,20.565000534057617,20.8075008392334,6942400,16.08078956604004,0.0,0.0
20.799999237060547,21.03499984741211,20.700000762939453,21.002500534057617,5784000,16.231491088867188,0.0,0.0
20.93000030517578,21.469999313354492,20.915000915527344,21.360000610351562,8212000,16.50777816772461,0.0,0.0
21.377500534057617,21.412500381469727,21.11750030517578,21.239999771118164,10526400,16.415040969848633,0.0,0.0
21.362499237060547,21.412500381469727,21.15250015258789,21.202499389648438,7074800,16.386064529418945,0.0,0.0
21.264999389648438,21.422500610351562,21.207500457763672,21.357500076293945,5822000,16.505849838256836,0.0,0.0
21.38249969482422,21.454999923706055,21.219999313354492,21.239999771118164,7274800,16.415040969848633,0.0,0.0
21.25749969482422,21.342500686645508,21.200000762939453,21.219999313354492,4962000,16.39958381652832,0.0,0.0
21.25749969482422,21.352500915527344,21.155000686645508,21.200000762939453,10316000,16.384126663208008,0.0,0.0
21.190000534057617,21.212499618530273,20.90999984741211,20.940000534057617,8738000,16.183191299438477,0.0,0.0
20.90250015258789,21.05500030517578,20.895000457763672,21.020000457763672,7286800,16.245019912719727,0.0,0.0
20.8125,21.002500534057617,20.739999771118164,20.987499237060547,5994000,16.219900131225586,0.0,0.0
21.024999618530273,21.422500610351562,21.012500762939453,21.197500228881836,11703600,16.382200241088867,0.0,0.0
21.912500381469727,21.912500381469727,21.252500534057617,21.6200008392334,9713600,16.708717346191406,0.0,0.0
21.655000686645508,21.780000686645508,21.3799991607666,21.65250015258789,11404800,16.733829498291016,0.0,0.0
21.7549991607666,22.09749984741211,21.7549991607666,22.072500228881836,11642400,17.058427810668945,0.0,0.0
22.024999618530273,22.047500610351562,21.8700008392334,21.985000610351562,7118400,16.99080467224121,0.0,0.0
21.952499389648438,21.952499389648438,21.75,21.770000457763672,4948400,16.82464599609375,0.0,0.0
21.802499771118164,21.877500534057617,21.670000076293945,21.704999923706055,8517600,16.7744083404541,0.0,0.0
21.787500381469727,21.822500228881836,21.602500915527344,21.690000534057617,7034400,16.762819290161133,0.0,0.0
21.709999084472656,21.774999618530273,21.592500686645508,21.657499313354492,5855200,16.737701416015625,0.0,0.0
21.639999389648438,21.719999313354492,21.485000610351562,21.565000534057617,4534800,16.666208267211914,0.0,0.0
21.5,21.53499984741211,21.3174991607666,21.397499084472656,3780800,16.536762237548828,0.0,0.0
21.434999465942383,21.452499389648438,21.24250030517578,21.274999618530273,4096400,16.44208335876465,0.0,0.0
21.232500076293945,21.3075008392334,21.0049991607666,21.104999542236328,5932400,16.31070899963379,0.0,0.0
20.979999542236328,20.979999542236328,20.709999084472656,20.75,5862800,16.03635025024414,0.0,0.0
20.780000686645508,20.81999969482422,20.360000610351562,20.537500381469727,10182000,15.872124671936035,0.0,0.0
20.5,20.625,20.329999923706055,20.385000228881836,4343200,15.754262924194336,0.0,0.0
20.405000686645508,20.752500534057617,20.352500915527344,20.547500610351562,5474800,15.879851341247559,0.0,0.0
20.467500686645508,20.49250030517578,20.079999923706055,20.19499969482422,8494800,15.607422828674316,0.0,0.0
20.239999771118164,20.3075008392334,20.094999313354492,20.24250030517578,5746400,15.644133567810059,0.0,0.0
20.25,20.420000076293945,20.15999984741211,20.352500915527344,2948800,15.729150772094727,0.0,0.0
20.344999313354492,20.360000610351562,20.13249969482422,20.139999389648438,4568000,15.564923286437988,0.0,0.0
20.012500762939453,20.3700008392334,19.934999465942383,20.272499084472656,9257600,15.66732406616211,0.0,0.0
20.15999984741211,20.372499465942383,19.9375,20.270000457763672,10868000,15.793944358825684,0.165,0.0
20.260000228881836,20.27750015258789,20.06999969482422,20.139999389648438,5517200,15.692646980285645,0.0,0.0
20.149999618530273,20.247499465942383,19.987499237060547,20.09000015258789,4584400,15.65368938446045,0.0,0.0
20.267499923706055,20.280000686645508,19.857500076293945,19.9424991607666,5661600,15.538752555847168,0.0,0.0
19.90999984741211,20.082500457763672,19.780000686645508,20.024999618530273,4672400,15.603036880493164,0.0,0.0
20.082500457763672,20.19499969482422,19.954999923706055,19.989999771118164,9409200,15.57577133178711,0.0,0.0
20.049999237060547,20.204999923706055,19.977500915527344,20.002500534057617,10634000,15.585511207580566,0.0,0.0
20.024999618530273,20.075000762939453,19.962499618530273,20.0575008392334,6589200,15.6283597946167,0.0,0.0
