Datetime,Open,High,Low,Close,Adj Close,Volume
2023-05-03 09:30:00,169.5,170.49000549316406,169.49000549316406,170.41009521484375,170.41009521484375,6268141
2023-05-03 09:45:00,170.4149932861328,170.88999938964844,170.17999267578125,170.7519073486328,170.7519073486328,2997721
2023-05-03 10:00:00,170.75,170.9199981689453,170.00999450683594,170.13999938964844,170.13999938964844,2626483
2023-05-03 10:15:00,170.14999389648438,170.39999389648438,170.05999755859375,170.08009338378906,170.08009338378906,1970639
2023-05-03 10:30:00,170.0800018310547,170.27999877929688,169.9720001220703,170.05999755859375,170.05999755859375,1573726
2023-05-03 10:45:00,170.07000732421875,170.17999267578125,169.57000732421875,169.625,169.625,1649717
2023-05-03 11:00:00,169.6199951171875,169.69000244140625,169.42999267578125,169.5800018310547,169.5800018310547,1104886
2023-05-03 11:15:00,169.5800018310547,169.64999389648438,169.17999267578125,169.30499267578125,169.30499267578125,1122430
2023-05-03 11:30:00,169.30999755859375,169.68499755859375,169.22999572753906,169.43960571289062,169.43960571289062,1150008
2023-05-03 11:45:00,169.44000244140625,169.92990112304688,169.4300994873047,169.92140197753906,169.92140197753906,1039108
2023-05-03 12:00:00,169.92869567871094,169.9499969482422,169.7050018310547,169.74000549316406,169.74000549316406,905735
2023-05-03 12:15:00,169.73500061035156,169.77999877929688,169.52000427246094,169.6999969482422,169.6999969482422,867201
2023-05-03 12:30:00,169.7100067138672,169.9199981689453,169.57000732421875,169.89010620117188,169.89010620117188,911020
2023-05-03 12:45:00,169.8990020751953,170.1699981689453,169.77999877929688,169.9949951171875,169.9949951171875,1173836
2023-05-03 13:00:00,169.9949951171875,170.19000244140625,169.89500427246094,170.1750030517578,170.1750030517578,1048047
2023-05-03 13:15:00,170.17999267578125,170.2899932861328,170.07000732421875,170.16000366210938,170.16000366210938,975611
2023-05-03 13:30:00,170.15989685058594,170.25,170.02499389648438,170.05999755859375,170.05999755859375,757032
2023-05-03 13:45:00,170.0500030517578,170.07000732421875,169.7803955078125,169.88999938964844,169.88999938964844,925919
2023-05-03 14:00:00,169.8800048828125,170.60000610351562,169.3699951171875,169.86500549316406,169.86500549316406,2575786
2023-05-03 14:15:00,169.89999389648438,170.58999633789062,169.86000061035156,170.2449951171875,170.2449951171875,1644413
2023-05-03 14:30:00,170.25,170.75999450683594,169.05999755859375,170.0399932861328,170.0399932861328,3491646
2023-05-03 14:45:00,170.03990173339844,170.3498992919922,169.0500030517578,170.0500030517578,170.0500030517578,2512006
2023-05-03 15:00:00,170.04010009765625,170.47000122070312,168.8000030517578,168.88999938964844,168.88999938964844,2534233
2023-05-03 15:15:00,168.8800048828125,169.17999267578125,168.1199951171875,168.14999389648438,168.14999389648438,2566415
2023-05-03 15:30:00,168.13999938964844,168.2198944091797,167.6750030517578,167.8000030517578,167.8000030517578,2390398
2023-05-03 15:45:00,167.8000030517578,167.91000366210938,167.16000366210938,167.4600067138672,167.4600067138672,4523699
2023-05-04 09:30:00,164.88999938964844,165.3699951171875,164.38999938964844,164.9250030517578,164.9250030517578,7329887
2023-05-04 09:45:00,164.9250030517578,165.5,164.30999755859375,165.1649932861328,165.1649932861328,3689022
2023-05-04 10:00:00,165.16000366210938,165.64329528808594,165.11000061035156,165.50999450683594,165.50999450683594,2797682
2023-05-04 10:15:00,165.50999450683594,165.77000427246094,165.0,165.25,165.25,2661333
2023-05-04 10:30:00,165.2550048828125,165.9499969482422,165.1302947998047,165.72000122070312,165.72000122070312,2123884
2023-05-04 10:45:00,165.71859741210938,166.22999572753906,165.6699981689453,165.9499969482422,165.9499969482422,2068596
2023-05-04 11:00:00,165.92999267578125,166.8800048828125,165.85000610351562,166.65240478515625,166.65240478515625,2655470
2023-05-04 11:15:00,166.66000366210938,166.6999969482422,165.7100067138672,165.93499755859375,165.93499755859375,2188420
2023-05-04 11:30:00,165.94000244140625,166.19000244140625,165.8699951171875,165.94500732421875,165.94500732421875,1194116
2023-05-04 11:45:00,165.92999267578125,166.0,165.51840209960938,165.77659606933594,165.77659606933594,1353922
2023-05-04 12:00:00,165.75999450683594,165.80999755859375,165.42999267578125,165.69239807128906,165.69239807128906,1260463
2023-05-04 12:15:00,165.69500732421875,166.22999572753906,165.6699981689453,166.2100067138672,166.2100067138672,1240731
2023-05-04 12:30:00,166.2100067138672,166.3000030517578,165.97000122070312,165.99000549316406,165.99000549316406,1137078
2023-05-04 12:45:00,166.0,166.63999938964844,165.9499969482422,166.5800018310547,166.5800018310547,1363994
2023-05-04 13:00:00,166.5850067138672,166.6750030517578,166.41000366210938,166.5260009765625,166.5260009765625,1165906
2023-05-04 13:15:00,166.52000427246094,167.0399932861328,166.50999450683594,166.672607421875,166.672607421875,1577674
2023-05-04 13:30:00,166.6750030517578,166.90499877929688,166.08999633789062,166.18499755859375,166.18499755859375,1534974
2023-05-04 13:45:00,166.19000244140625,166.375,166.00999450683594,166.3699951171875,166.3699951171875,1331344
2023-05-04 14:00:00,166.3800048828125,166.39999389648438,166.1300048828125,166.2100067138672,166.2100067138672,1045251
2023-05-04 14:15:00,166.1999969482422,166.2899932861328,165.51010131835938,165.53280639648438,165.53280639648438,1489394
2023-05-04 14:30:00,165.52999877929688,165.74000549316406,165.3000030517578,165.6199951171875,165.6199951171875,1859838
2023-05-04 14:45:00,165.61000061035156,165.6999969482422,165.30999755859375,165.61500549316406,165.61500549316406,1438603
2023-05-04 15:00:00,165.61000061035156,165.97000122070312,165.39999389648438,165.41070556640625,165.41070556640625,1881332
2023-05-04 15:15:00,165.41000366210938,165.726806640625,165.0800018310547,165.67340087890625,165.67340087890625,2387822
2023-05-04 15:30:00,165.6750030517578,166.33999633789062,165.6649932861328,165.7700958251953,165.7700958251953,3104930
2023-05-04 15:45:00,165.77000427246094,166.0,165.38209533691406,165.7899932861328,165.7899932861328,6028207
2023-05-05 09:30:00,170.97500610351562,173.75,170.75999450683594,173.28500366210938,173.28500366210938,24742387
2023-05-05 09:45:00,173.30999755859375,173.63999938964844,172.5500030517578,173.1199951171875,173.1199951171875,6987092
2023-05-05 10:00:00,173.13999938964844,173.5500030517578,173.05999755859375,173.48500061035156,173.48500061035156,4578620
2023-05-05 10:15:00,173.49000549316406,173.5,172.72000122070312,173.36500549316406,173.36500549316406,4517551
2023-05-05 10:30:00,173.3699951171875,174.1999969482422,173.17999267578125,173.9300994873047,173.9300994873047,6319021
2023-05-05 10:45:00,173.9801025390625,174.05999755859375,173.50999450683594,173.55999755859375,173.55999755859375,4646293
2023-05-05 11:00:00,173.56480407714844,173.6999969482422,173.33999633789062,173.5749969482422,173.5749969482422,3361947
2023-05-05 11:15:00,173.5800018310547,173.89999389648438,173.3300018310547,173.83770751953125,173.83770751953125,2719061
2023-05-05 11:30:00,173.83999633789062,174.0500030517578,173.64999389648438,173.74000549316406,173.74000549316406,2845121
2023-05-05 11:45:00,173.74009704589844,173.91000366210938,173.5500030517578,173.793701171875,173.793701171875,2005964
2023-05-05 12:00:00,173.7949981689453,173.91000366210938,173.60499572753906,173.82000732421875,173.82000732421875,1746398
2023-05-05 12:15:00,173.8249969482422,174.0500030517578,173.22999572753906,173.25999450683594,173.25999450683594,2866037
2023-05-05 12:30:00,173.26499938964844,173.63999938964844,173.2100067138672,173.4250030517578,173.4250030517578,3400553
2023-05-05 12:45:00,173.43020629882812,173.5,173.22999572753906,173.46499633789062,173.46499633789062,1739382
2023-05-05 13:00:00,173.47000122070312,173.47999572753906,173.27999877929688,173.3000030517578,173.3000030517578,1508529
2023-05-05 13:15:00,173.3000030517578,173.63999938964844,173.24000549316406,173.63999938964844,173.63999938964844,1717034
2023-05-05 13:30:00,173.64500427246094,174.08999633789062,173.64239501953125,173.97999572753906,173.97999572753906,2397151
2023-05-05 13:45:00,173.97000122070312,173.97999572753906,173.67999267578125,173.88189697265625,173.88189697265625,1643556
2023-05-05 14:00:00,173.88580322265625,174.09249877929688,173.7100067138672,173.84010314941406,173.84010314941406,1634930
2023-05-05 14:15:00,173.84129333496094,174.08999633789062,173.69000244140625,174.0800018310547,174.0800018310547,1761048
2023-05-05 14:30:00,174.0749969482422,174.14999389648438,173.77000427246094,174.04989624023438,174.04989624023438,1989100
2023-05-05 14:45:00,174.04840087890625,174.17999267578125,173.89999389648438,174.14500427246094,174.14500427246094,1928904
2023-05-05 15:00:00,174.14999389648438,174.3000030517578,173.75999450683594,173.7799072265625,173.7799072265625,2674086
2023-05-05 15:15:00,173.77000427246094,173.83999633789062,173.3000030517578,173.7449951171875,173.7449951171875,2848565
2023-05-05 15:30:00,173.7449951171875,173.94000244140625,173.6300048828125,173.92999267578125,173.92999267578125,2814962
2023-05-05 15:45:00,173.92999267578125,174.0,173.35000610351562,173.5850067138672,173.5850067138672,5104199
2023-05-08 09:30:00,172.47999572753906,173.1999969482422,172.11000061035156,172.55990600585938,172.55990600585938,7945326
2023-05-08 09:45:00,172.5500030517578,173.57000732421875,172.5399932861328,172.78399658203125,172.78399658203125,3477188
2023-05-08 10:00:00,172.7949981689453,173.63999938964844,172.74000549316406,173.19000244140625,173.19000244140625,3176358
2023-05-08 10:15:00,173.19500732421875,173.82000732421875,173.13999938964844,173.36000061035156,173.36000061035156,2934898
2023-05-08 10:30:00,173.3699951171875,173.58999633789062,172.7200927734375,172.9976043701172,172.9976043701172,2590163
2023-05-08 10:45:00,172.9949951171875,173.52999877929688,172.94000244140625,173.47000122070312,173.47000122070312,2096629
2023-05-08 11:00:00,173.47999572753906,173.6300048828125,173.22999572753906,173.5998992919922,173.5998992919922,1463677
2023-05-08 11:15:00,173.58999633789062,173.6199951171875,173.14999389648438,173.22059631347656,173.22059631347656,1197804
2023-05-08 11:30:00,173.22999572753906,173.64500427246094,173.14999389648438,173.64010620117188,173.64010620117188,1254964
2023-05-08 11:45:00,173.63999938964844,173.76800537109375,173.52999877929688,173.75999450683594,173.75999450683594,1270626
2023-05-08 12:00:00,173.77000427246094,173.82000732421875,173.55999755859375,173.67999267578125,173.67999267578125,1035949
2023-05-08 12:15:00,173.67999267578125,173.75999450683594,173.5,173.7449951171875,173.7449951171875,1001254
2023-05-08 12:30:00,173.75,173.77000427246094,173.41000366210938,173.61070251464844,173.61070251464844,916050
2023-05-08 12:45:00,173.6199951171875,173.69000244140625,173.41000366210938,173.44000244140625,173.44000244140625,917494
2023-05-08 13:00:00,173.4499969482422,173.50999450683594,173.35000610351562,173.4582977294922,173.4582977294922,710714
2023-05-08 13:15:00,173.45989990234375,173.64999389648438,173.3699951171875,173.6300048828125,173.6300048828125,934388
2023-05-08 13:30:00,173.63999938964844,173.8000030517578,173.6199951171875,173.70770263671875,173.70770263671875,914736
2023-05-08 13:45:00,173.70849609375,173.85000610351562,173.63999938964844,173.7050018310547,173.7050018310547,824425
2023-05-08 14:00:00,173.6999969482422,173.74000549316406,172.9600067138672,173.3773956298828,173.3773956298828,1927644
2023-05-08 14:15:00,173.37269592285156,173.72000122070312,173.35000610351562,173.5998992919922,173.5998992919922,1133477
2023-05-08 14:30:00,173.59500122070312,173.6649932861328,173.47500610351562,173.639892578125,173.639892578125,854773
2023-05-08 14:45:00,173.63999938964844,173.8000030517578,173.57000732421875,173.72500610351562,173.72500610351562,1041605
2023-05-08 15:00:00,173.72500610351562,173.77999877929688,173.32000732421875,173.35000610351562,173.35000610351562,1017083
2023-05-08 15:15:00,173.35769653320312,173.63499450683594,173.2100067138672,173.40499877929688,173.40499877929688,1190066
2023-05-08 15:30:00,173.39999389648438,173.5968017578125,173.3699951171875,173.56500244140625,173.56500244140625,1127635
2023-05-08 15:45:00,173.55999755859375,173.67999267578125,173.41000366210938,173.52499389648438,173.52499389648438,3197675
2023-05-09 09:30:00,173.0500030517578,173.5399932861328,172.7550048828125,172.80079650878906,172.80079650878906,7352591
2023-05-09 09:45:00,172.7949981689453,172.88999938964844,172.30999755859375,172.77499389648438,172.77499389648438,2892891
2023-05-09 10:00:00,172.77999877929688,172.88999938964844,172.25999450683594,172.35499572753906,172.35499572753906,1681988
2023-05-09 10:15:00,172.3531951904297,172.57919311523438,172.27999877929688,172.52000427246094,172.52000427246094,1549690
2023-05-09 10:30:00,172.52999877929688,172.58999633789062,172.14500427246094,172.3249969482422,172.3249969482422,1689706
2023-05-09 10:45:00,172.3300018310547,172.60000610351562,172.1699981689453,172.51499938964844,172.51499938964844,1308608
2023-05-09 11:00:00,172.50999450683594,172.61500549316406,172.16909790039062,172.3249969482422,172.3249969482422,1247661
2023-05-09 11:15:00,172.3300018310547,172.52000427246094,172.2100067138672,172.2803955078125,172.2803955078125,1043949
2023-05-09 11:30:00,172.2899932861328,172.39990234375,172.1300048828125,172.1649932861328,172.1649932861328,1005561
2023-05-09 11:45:00,172.16000366210938,172.27000427246094,171.8300018310547,171.85499572753906,171.85499572753906,1604907
2023-05-09 12:00:00,171.85000610351562,172.10000610351562,171.80999755859375,172.05999755859375,172.05999755859375,932118
2023-05-09 12:15:00,172.05999755859375,172.1999969482422,171.97000122070312,172.05909729003906,172.05909729003906,815951
2023-05-09 12:30:00,172.05499267578125,172.19000244140625,172.02000427246094,172.19000244140625,172.19000244140625,830611
2023-05-09 12:45:00,172.19000244140625,172.42999267578125,172.14999389648438,172.36900329589844,172.36900329589844,832202
2023-05-09 13:00:00,172.3699951171875,172.47999572753906,172.2899932861328,172.3800048828125,172.3800048828125,1456839
2023-05-09 13:15:00,172.3800048828125,172.4149932861328,172.17999267578125,172.2050018310547,172.2050018310547,689130
2023-05-09 13:30:00,172.2100067138672,172.3000030517578,172.11000061035156,172.12359619140625,172.12359619140625,576853
2023-05-09 13:45:00,172.1199951171875,172.2050018310547,171.9600067138672,172.0850067138672,172.0850067138672,954854
2023-05-09 14:00:00,172.08999633789062,172.25999450683594,172.07760620117188,172.1302032470703,172.1302032470703,811245
2023-05-09 14:15:00,172.1300048828125,172.3397979736328,172.11000061035156,172.27000427246094,172.27000427246094,695470
2023-05-09 14:30:00,172.27000427246094,172.35760498046875,172.07000732421875,172.11740112304688,172.11740112304688,768277
2023-05-09 14:45:00,172.11500549316406,172.27999877929688,171.9199981689453,172.07200622558594,172.07200622558594,912462
2023-05-09 15:00:00,172.0749969482422,172.1699981689453,171.9199981689453,171.9550018310547,171.9550018310547,764432
2023-05-09 15:15:00,171.9499969482422,172.0449981689453,171.85000610351562,171.96499633789062,171.96499633789062,1013096
